,SPRADDR_ZIP_PR,SEMESTER,IRO_INSTITUTION_DESCL,ENROLLMENT,YEAR
3893,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
3894,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
3895,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3896,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
3897,VA,Fall 2015,University of Hawai`i at Manoa,1,2015
3898,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3899,OH,Fall 2015,University of Hawai`i at Manoa,1,2015
3900,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3902,TN,Fall 2015,University of Hawai`i at Manoa,1,2015
3903,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3904,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
3905,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
3906,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3907,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
3908,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3909,KY,Fall 2015,University of Hawai`i at Manoa,1,2015
3910,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3911,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3912,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3913,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
3914,MN,Fall 2015,University of Hawai`i at Manoa,1,2015
3915,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
3916,MD,Fall 2015,University of Hawai`i at Manoa,1,2015
3917,MD,Fall 2015,University of Hawai`i at Manoa,1,2015
3918,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3919,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3920,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3921,LA,Fall 2015,University of Hawai`i at Manoa,1,2015
3922,DC,Fall 2015,University of Hawai`i at Manoa,1,2015
3923,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3924,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
3925,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3926,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
3927,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
3928,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3929,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3930,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3931,MA,Fall 2015,University of Hawai`i at Manoa,1,2015
3932,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3933,MA,Fall 2015,University of Hawai`i at Manoa,1,2015
3934,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3935,AK,Fall 2015,University of Hawai`i at Manoa,1,2015
3936,UT,Fall 2015,University of Hawai`i at Manoa,1,2015
3937,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3938,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3939,TN,Fall 2015,University of Hawai`i at Manoa,1,2015
3940,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3941,AZ,Fall 2015,University of Hawai`i at Manoa,1,2015
3942,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3943,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3944,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3945,CA,Fall 2015,University of Hawai`i at Manoa,3,2015
3946,MT,Fall 2015,University of Hawai`i at Manoa,1,2015
3947,MI,Fall 2015,University of Hawai`i at Manoa,1,2015
3948,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
3949,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3950,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3951,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3952,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3953,AZ,Fall 2015,University of Hawai`i at Manoa,1,2015
3955,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3956,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3957,PA,Fall 2015,University of Hawai`i at Manoa,1,2015
3958,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3959,MA,Fall 2015,University of Hawai`i at Manoa,1,2015
3960,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3961,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
3962,AZ,Fall 2015,University of Hawai`i at Manoa,1,2015
3963,OH,Fall 2015,University of Hawai`i at Manoa,1,2015
3964,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3965,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3967,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3968,FL,Fall 2015,University of Hawai`i at Manoa,1,2015
3969,CT,Fall 2015,University of Hawai`i at Manoa,1,2015
3970,WI,Fall 2015,University of Hawai`i at Manoa,1,2015
3971,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3972,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3973,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3974,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
3975,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3976,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3977,FL,Fall 2015,University of Hawai`i at Manoa,1,2015
3978,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
3979,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
3980,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
3981,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3982,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
3984,WI,Fall 2015,University of Hawai`i at Manoa,1,2015
3985,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
3986,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3987,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
3988,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
3989,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3990,MN,Fall 2015,University of Hawai`i at Manoa,1,2015
3991,MD,Fall 2015,University of Hawai`i at Manoa,1,2015
3992,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3993,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3994,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3995,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3996,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
3997,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
3998,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
3999,IL,Fall 2015,University of Hawai`i at Manoa,1,2015
4000,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
4001,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
4002,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
4003,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
4004,VA,Fall 2015,University of Hawai`i at Manoa,1,2015
4005,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
4006,MN,Fall 2015,University of Hawai`i at Manoa,1,2015
4007,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
4008,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
4009,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
4010,CT,Fall 2015,University of Hawai`i at Manoa,1,2015
4011,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
4012,MD,Fall 2015,University of Hawai`i at Manoa,1,2015
4013,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
4014,FL,Fall 2015,University of Hawai`i at Manoa,1,2015
4015,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
4016,OK,Fall 2015,University of Hawai`i at Manoa,1,2015
4017,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
4018,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
4019,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
4020,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
4021,HI,Fall 2016,University of Hawai`i at Manoa,10,2016
4022,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
4023,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
4024,HI,Fall 2016,University of Hawai`i at Manoa,31,2016
4025,CA,Fall 2016,University of Hawai`i at Manoa,3,2016
4026,MH,Fall 2016,University of Hawai`i at Manoa,1,2016
4027,OK,Fall 2016,University of Hawai`i at Manoa,1,2016
4028,HI,Fall 2016,University of Hawai`i at Manoa,118,2016
4029,HI,Fall 2016,University of Hawai`i at Manoa,93,2016
4030,CO,Fall 2016,University of Hawai`i at Manoa,1,2016
4031,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
4032,HI,Fall 2016,University of Hawai`i at Manoa,74,2016
4033,HI,Fall 2016,University of Hawai`i at Manoa,3,2016
4034,HI,Fall 2016,University of Hawai`i at Manoa,116,2016
4035,HI,Fall 2016,University of Hawai`i at Manoa,1,2016
4036,HI,Fall 2016,University of Hawai`i at Manoa,128,2016
4037,HI,Fall 2016,University of Hawai`i at Manoa,29,2016
4038,HI,Fall 2016,University of Hawai`i at Manoa,2,2016
4040,NY,Fall 2016,University of Hawai`i at Manoa,1,2016
4041,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
4042,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
4043,HI,Fall 2016,University of Hawai`i at Manoa,67,2016
4044,MI,Fall 2016,University of Hawai`i at Manoa,1,2016
4045,CA,Fall 2016,University of Hawai`i at Manoa,4,2016
4046,HI,Fall 2016,University of Hawai`i at Manoa,65,2016
4047,HI,Fall 2016,University of Hawai`i at Manoa,119,2016
4048,HI,Fall 2016,University of Hawai`i at Manoa,60,2016
4049,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
4050,HI,Fall 2016,University of Hawai`i at Manoa,54,2016
4051,HI,Fall 2016,University of Hawai`i at Manoa,29,2016
4052,HI,Fall 2016,University of Hawai`i at Manoa,7,2016
4053,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
4054,HI,Fall 2016,University of Hawai`i at Manoa,16,2016
4055,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
4056,HI,Fall 2016,University of Hawai`i at Manoa,17,2016
4057,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
4058,HI,Fall 2016,University of Hawai`i at Manoa,27,2016
4059,WA,Fall 2016,University of Hawai`i at Manoa,1,2016
4060,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
4061,HI,Fall 2016,University of Hawai`i at Manoa,32,2016
4062,HI,Fall 2016,University of Hawai`i at Manoa,65,2016
4063,HI,Fall 2016,University of Hawai`i at Manoa,17,2016
4064,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
4065,HI,Fall 2016,University of Hawai`i at Manoa,94,2016
4066,KY,Fall 2016,University of Hawai`i at Manoa,1,2016
4067,HI,Fall 2016,University of Hawai`i at Manoa,55,2016
4068,IN,Fall 2016,University of Hawai`i at Manoa,1,2016
4069,HI,Fall 2016,University of Hawai`i at Manoa,4,2016
4070,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
4071,HI,Fall 2016,University of Hawai`i at Manoa,1,2016
4072,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
4073,HI,Fall 2016,University of Hawai`i at Manoa,33,2016
4074,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
4075,WA,Fall 2016,University of Hawai`i at Manoa,2,2016
4076,HI,Fall 2016,University of Hawai`i at Manoa,7,2016
4078,HI,Fall 2016,University of Hawai`i at Manoa,1,2016
4079,CA,Fall 2016,University of Hawai`i at Manoa,3,2016
4080,WA,Fall 2016,University of Hawai`i at Manoa,1,2016
4081,MO,Fall 2016,University of Hawai`i at Manoa,1,2016
4082,CA,Fall 2016,University of Hawai`i at Manoa,4,2016
4083,WI,Fall 2016,University of Hawai`i at Manoa,1,2016
4084,CA,Fall 2016,University of Hawai`i at Manoa,3,2016
4085,MD,Fall 2016,University of Hawai`i at Manoa,1,2016
4086,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
4087,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
4088,CO,Fall 2016,University of Hawai`i at Manoa,1,2016
4089,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
4090,WA,Fall 2016,University of Hawai`i at Manoa,3,2016
4091,OR,Fall 2016,University of Hawai`i at Manoa,1,2016
4092,NJ,Fall 2016,University of Hawai`i at Manoa,1,2016
4093,MI,Fall 2016,University of Hawai`i at Manoa,1,2016
4094,TX,Fall 2016,University of Hawai`i at Manoa,2,2016
4095,NV,Fall 2016,University of Hawai`i at Manoa,1,2016
4097,HI,Fall 2016,University of Hawai`i at Manoa,8,2016
4098,PA,Fall 2016,University of Hawai`i at Manoa,1,2016
4099,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
4100,CA,Fall 2016,University of Hawai`i at Manoa,2,2016
4101,MA,Fall 2016,University of Hawai`i at Manoa,1,2016
4102,CA,Fall 2016,University of Hawai`i at Manoa,4,2016
4103,WA,Fall 2016,University of Hawai`i at Manoa,2,2016
4104,NY,Fall 2016,University of Hawai`i at Manoa,1,2016
4105,NY,Fall 2016,University of Hawai`i at Manoa,1,2016
4106,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
4107,HI,Fall 2016,University of Hawai`i at Manoa,55,2016
4108,HI,Fall 2016,University of Hawai`i at Manoa,38,2016
4109,MA,Fall 2016,University of Hawai`i at Manoa,1,2016
4110,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
4111,NJ,Fall 2016,University of Hawai`i at Manoa,1,2016
4112,CO,Fall 2016,University of Hawai`i at Manoa,1,2016
4113,CA,Fall 2016,University of Hawai`i at Manoa,1,2016
